Artist,Song,Album,Release Date
Phillip Phillips,"Gone, Gone, Gone",The World From The Side Of The Moon (Deluxe),2013-01-01
Ella Henderson,Ghost,Ghost,2014-06-08
Jason Mraz,You and I Both,Waiting for My Rocket to Come,2002-10-15
Jason Mraz,The Remedy (I Won't Worry),Waiting for My Rocket to Come,2002-10-15
Jason Mraz,No Stopping Us,Waiting for My Rocket to Come,2002-10-15
Jason Mraz,Geek in the Pink,Mr. A-Z,2005-07-26
Jason Mraz,Did You Get My Message?,Mr. A-Z,2005-07-26
Jason Mraz,I'm Yours,We Sing. We Dance. We Steal Things.,2008-05-12
Jason Mraz,Lucky,We Sing. We Dance. We Steal Things.,2008-05-12
Jason Mraz,If It Kills Me,We Sing. We Dance. We Steal Things.,2008-05-12
Jason Mraz,A Beautiful Mess,We Sing. We Dance. We Steal Things.,2008-05-12
Jason Mraz,The Freedom Song,Love Is a Four Letter Word (Deluxe Edition),2012-04-13
Jason Mraz,I Won't Give Up,Love Is a Four Letter Word (Deluxe Edition),2012-04-13
Jason Mraz,93 Million Miles,Love Is a Four Letter Word (Deluxe Edition),2012-04-13
Jason Mraz,You Fckn' Did It - Live,Love Is a Four Letter Word (Deluxe Edition),2012-04-13
Alicia Keys,No One,As I Am,2007-11-09
JAY-Z,Empire State Of Mind,The Blueprint 3,2009-09-08
Alicia Keys,Fallin',Songs In A Minor,2001-06-05
Alicia Keys,If I Ain't Got You,The Diary Of Alicia Keys,2003-12-02
Alicia Keys,Empire State of Mind (Part II) Broken Down,The Element Of Freedom,2009-12-15
Florence + The Machine,Shake It Out,Ceremonials (Deluxe Edition),2011-01-01
Alicia Keys,Lesson Learned (feat. John Mayer),As I Am,2007-11-09
Sara Bareilles,Gravity,Careful Confessions,2004-01-24
Sara Bareilles,Undertow,Careful Confessions,2004-01-24
Sara Bareilles,Love on the Rocks,Careful Confessions,2004-01-24
Sara Bareilles,Responsible,Careful Confessions,2004-01-24
Sara Bareilles,One Sweet Love,Careful Confessions,2004-01-24
Sara Bareilles,Fairytale,Careful Confessions,2004-01-24
Sara Bareilles,Come Round Soon,Careful Confessions,2004-01-24
Sara Bareilles,Inside Out,Careful Confessions,2004-01-24
Sara Bareilles,City,Careful Confessions,2004-01-24
Sara Bareilles,Red,Careful Confessions,2004-01-24
Sara Bareilles,My Love,Careful Confessions,2004-01-24
Phil Collins,"Strangers Like Me - From ""Tarzan""/Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Lea Salonga,"Reflection - From ""Mulan"" / Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Susan Egan,"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Tony Jay,"Out There - From ""The Hunchback of Notre Dame""/Soundtrack",Disney's Greatest Volume 1,2001-01-01
Randy Newman,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Judy Kuhn,"Just Around the Riverbend - From ""Pocahontas"" / Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Carmen Twillie,"Circle of Life - From ""The Lion King"" Soundtrack",Disney's Greatest Volume 1,2001-01-01
Lea Salonga,"A Whole New World - From ""Aladdin"" / Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Angela Lansbury,"Beauty and the Beast - From ""Beauty and the Beast"" / Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Samuel E. Wright,"Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Louis Prima,"I Wan'na Be Like You (The Monkey Song) - From ""The Jungle Book"" / Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Julie Andrews,"Supercalifragilisticexpialidocious - From ""Mary Poppins"" Soundtrack",Disney's Greatest Volume 1,2001-01-01
Bill Lee,Cruella De Vil - Soundtrack Version,Disney's Greatest Volume 1,2001-01-01
Mary Costa,"Once Upon a Dream - From ""Sleeping Beauty"" / Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Verna Felton,"Bibbidi-Bobbidi-Boo - From ""Cinderella"" Soundtrack",Disney's Greatest Volume 1,2001-01-01
Bobby Driscoll,"You Can Fly! You Can Fly! You Can Fly! - From ""Peter Pan""/Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
James Baskett,"Zip- A- Dee-Doo-Dah - From ""Song Of The South""",Disney's Greatest Volume 1,2001-01-01
The Dwarf Chorus,"Heigh-Ho - From ""Snow White and the Seven Dwarfs""/Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
George Givot,"Bella Notte - From ""Lady And The Tramp"" Soundtrack",Disney's Greatest Volume 1,2001-01-01
Cliff Edwards,"When You Wish Upon a Star - From ""Pinocchio""/Soundtrack Version",Disney's Greatest Volume 1,2001-01-01
Adele,Hello,Hello,2015-10-23
Jonas Brothers,Play My Music,Camp Rock,2008-01-01
Joe Jonas,"Gotta Find You - From ""Camp Rock""/Soundtrack Version",Camp Rock,2008-01-01
Demi Lovato,"Who Will I Be - From ""Camp Rock""/Soundtrack Version",Camp Rock,2008-01-01
Demi Lovato,This Is Me,Camp Rock,2008-01-01
Renee Sandstrom,Here I Am,Camp Rock,2008-01-01
Demi Lovato,Our Time Is Here,Camp Rock,2008-01-01
John Williams,The Rebel Fleet/End Title - Medley,Star Wars Episode V: The Empire Strikes Back (Original Motion Picture Soundtrack),1997
Gavin DeGraw,Sweeter,Sweeter,2011-09-16
Gavin DeGraw,Not Over You,Sweeter,2011-09-16
Gavin DeGraw,Run Every Time,Sweeter,2011-09-16
Gavin DeGraw,Soldier,Sweeter,2011-09-16
Gavin DeGraw,Candy,Sweeter,2011-09-16
Gavin DeGraw,You Know Where I'm At,Sweeter,2011-09-16
Gavin DeGraw,Stealing,Sweeter,2011-09-16
Gavin DeGraw,Radiation,Sweeter,2011-09-16
Gavin DeGraw,Where You Are,Sweeter,2011-09-16
Gavin DeGraw,Spell It Out,Sweeter,2011-09-16
Gavin DeGraw,In Love With a Girl,Gavin DeGraw,2008-05-06
Gavin DeGraw,Next To Me (Wait A Minute Sister),Gavin DeGraw,2008-05-06
Gavin DeGraw,Cheated On Me,Gavin DeGraw,2008-05-06
Gavin DeGraw,I Have You To Thank,Gavin DeGraw,2008-05-06
Gavin DeGraw,Cop Stop,Gavin DeGraw,2008-05-06
Gavin DeGraw,Young Love,Gavin DeGraw,2008-05-06
Gavin DeGraw,Medicate The Kids,Gavin DeGraw,2008-05-06
Gavin DeGraw,Relative,Gavin DeGraw,2008-05-06
Gavin DeGraw,She Holds A Key,Gavin DeGraw,2008-05-06
Gavin DeGraw,Untamed,Gavin DeGraw,2008-05-06
Gavin DeGraw,Let It Go,Gavin DeGraw,2008-05-06
Gavin DeGraw,We Belong Together,Gavin DeGraw,2008-05-06
R. City,Locked Away (feat. Adam Levine),Locked Away (feat. Adam Levine),2015-06-29
Tina Turner,What's Love Got to Do with It,What's Love Got to Do with It?,1993
Great Good Fine Ok,Not Going Home,Body Diamond,2014-10-02
Great Good Fine Ok,By My Side,Body Diamond,2014-10-02
Adele,Daydreamer,19,2008-01-28
Adele,Best For Last,19,2008-01-28
Adele,Chasing Pavements,19,2008-01-28
Adele,Cold Shoulder,19,2008-01-28
Adele,Crazy For You,19,2008-01-28
Adele,Melt My Heart To Stone,19,2008-01-28
Adele,First Love,19,2008-01-28
Adele,Right As Rain,19,2008-01-28
Adele,Make You Feel My Love,19,2008-01-28
Adele,My Same,19,2008-01-28
Adele,Tired,19,2008-01-28
Adele,Hometown Glory,19,2008-01-28
Adele,Right As Rain - Live At The Hotel Cafe,19,2008-01-28
Adele,Melt My Heart to Stone - Live At The Hotel Cafe,19,2008-01-28
Adele,My Same - Live At The Hotel Cafe,19,2008-01-28
Adele,"That's It, I Quit, I'm Moving On - Live At The Hotel Cafe",19,2008-01-28
Adele,Chasing Pavements - Live At The Hotel Cafe,19,2008-01-28
John Mayer,XO,XO,2014-05-27
John Mayer,Back To You - EP Version,Inside Wants Out,1999-09-24
John Mayer,No Such Thing - Demo Version,Inside Wants Out,1999-09-24
John Mayer,My Stupid Mouth - Demo Version,Inside Wants Out,1999-09-24
John Mayer,Neon - EP Version,Inside Wants Out,1999-09-24
John Mayer,Victoria - EP Version,Inside Wants Out,1999-09-24
John Mayer,Love Soon - EP Version,Inside Wants Out,1999-09-24
John Mayer,Comfortable - EP Version,Inside Wants Out,1999-09-24
John Mayer,Quiet - EP Version,Inside Wants Out,1999-09-24
John Mayer,No Such Thing,Room For Squares,2001-08-16
John Mayer,Why Georgia,Room For Squares,2001-08-16
John Mayer,My Stupid Mouth,Room For Squares,2001-08-16
John Mayer,Your Body Is a Wonderland,Room For Squares,2001-08-16
John Mayer,Neon,Room For Squares,2001-08-16
John Mayer,City Love,Room For Squares,2001-08-16
John Mayer,83,Room For Squares,2001-08-16
John Mayer,3x5,Room For Squares,2001-08-16
John Mayer,Love Song for No One,Room For Squares,2001-08-16
John Mayer,Back to You,Room For Squares,2001-08-16
John Mayer,Great Indoors,Room For Squares,2001-08-16
John Mayer,Not Myself,Room For Squares,2001-08-16
John Mayer,St. Patrick's Day,Room For Squares,2001-08-16
John Mayer,Clarity,Heavier Things,2003-09-09
John Mayer,Bigger Than My Body,Heavier Things,2003-09-09
John Mayer,Something's Missing,Heavier Things,2003-09-09
John Mayer,New Deep,Heavier Things,2003-09-09
John Mayer,Come Back to Bed,Heavier Things,2003-09-09
John Mayer,Home Life,Heavier Things,2003-09-09
John Mayer,Split Screen Sadness,Heavier Things,2003-09-09
John Mayer,Daughters,Heavier Things,2003-09-09
John Mayer,Only Heart,Heavier Things,2003-09-09
John Mayer,Wheel,Heavier Things,2003-09-09
John Mayer,Waiting On the World to Change,Continuum,2006
John Mayer,I Don't Trust Myself (With Loving You),Continuum,2006
John Mayer,Belief,Continuum,2006
John Mayer,Gravity,Continuum,2006
John Mayer,The Heart of Life,Continuum,2006
John Mayer,Vultures,Continuum,2006
John Mayer,Stop This Train,Continuum,2006
John Mayer,Slow Dancing in a Burning Room,Continuum,2006
John Mayer,Bold as Love,Continuum,2006
John Mayer,Dreaming with a Broken Heart,Continuum,2006
John Mayer,In Repair,Continuum,2006
John Mayer,I'm Gonna Find Another You,Continuum,2006
John Mayer,Say,Continuum,2006
John Mayer,Heartbreak Warfare,Battle Studies,2009-11-13
John Mayer,All We Ever Do Is Say Goodbye,Battle Studies,2009-11-13
John Mayer,Half of My Heart,Battle Studies,2009-11-13
John Mayer,Who Says,Battle Studies,2009-11-13
John Mayer,Perfectly Lonely,Battle Studies,2009-11-13
John Mayer,Assassin,Battle Studies,2009-11-13
John Mayer,Crossroads,Battle Studies,2009-11-13
John Mayer,War of My Life,Battle Studies,2009-11-13
John Mayer,Edge of Desire,Battle Studies,2009-11-13
John Mayer,Do You Know Me,Battle Studies,2009-11-13
John Mayer,"Friends, Lovers or Nothing",Battle Studies,2009-11-13
John Mayer,The Age of Worry,Born and Raised,2012-05-18
John Mayer,Shadow Days,Born and Raised,2012-05-18
John Mayer,Speak For Me,Born and Raised,2012-05-18
John Mayer,Something Like Olivia,Born and Raised,2012-05-18
John Mayer,Born and Raised,Born and Raised,2012-05-18
John Mayer,If I Ever Get Around To Living,Born and Raised,2012-05-18
John Mayer,Love Is A Verb,Born and Raised,2012-05-18
John Mayer,"Walt Grace's Submarine Test, January 1967",Born and Raised,2012-05-18
John Mayer,"Whiskey, Whiskey, Whiskey",Born and Raised,2012-05-18
John Mayer,A Face To Call Home,Born and Raised,2012-05-18
John Mayer,Born and Raised - Reprise,Born and Raised,2012-05-18
John Mayer,Wildfire,Paradise Valley,2013-08-20
John Mayer,Dear Marie,Paradise Valley,2013-08-20
John Mayer,Waitin' On The Day,Paradise Valley,2013-08-20
John Mayer,Paper Doll,Paradise Valley,2013-08-20
John Mayer,Call Me The Breeze,Paradise Valley,2013-08-20
John Mayer,Who You Love (feat. Katy Perry),Paradise Valley,2013-08-20
John Mayer,I Will Be Found (Lost At Sea),Paradise Valley,2013-08-20
John Mayer,Wildfire (feat. Frank Ocean),Paradise Valley,2013-08-20
John Mayer,You're No One 'Til Someone Lets You Down,Paradise Valley,2013-08-20
John Mayer,Badge And Gun,Paradise Valley,2013-08-20
John Mayer,On The Way Home,Paradise Valley,2013-08-20
Jimi Hendrix,Purple Haze,Are You Experienced,1967-05-12
Jimi Hendrix,Manic Depression,Are You Experienced,1967-05-12
Jimi Hendrix,Hey Joe,Are You Experienced,1967-05-12
Jimi Hendrix,Love Or Confusion,Are You Experienced,1967-05-12
Jimi Hendrix,May This Be Love,Are You Experienced,1967-05-12
Jimi Hendrix,I Don't Live Today,Are You Experienced,1967-05-12
Jimi Hendrix,The Wind Cries Mary,Are You Experienced,1967-05-12
Jimi Hendrix,Fire,Are You Experienced,1967-05-12
Jimi Hendrix,Third Stone From The Sun,Are You Experienced,1967-05-12
Jimi Hendrix,Foxey Lady,Are You Experienced,1967-05-12
Jimi Hendrix,Are You Experienced?,Are You Experienced,1967-05-12
Jimi Hendrix,Stone Free,Are You Experienced,1967-05-12
Jimi Hendrix,51st Anniversary,Are You Experienced,1967-05-12
Jimi Hendrix,Highway Chile,Are You Experienced,1967-05-12
Jimi Hendrix,Can You See Me,Are You Experienced,1967-05-12
Jimi Hendrix,Remember,Are You Experienced,1967-05-12
Jimi Hendrix,Red House,Are You Experienced,1967-05-12
Jimi Hendrix,Exp,Axis: Bold As Love,1967-12-01
Jimi Hendrix,Up From The Skies,Axis: Bold As Love,1967-12-01
Jimi Hendrix,Spanish Castle Magic,Axis: Bold As Love,1967-12-01
Jimi Hendrix,Wait Until Tomorrow,Axis: Bold As Love,1967-12-01
Jimi Hendrix,Ain't No Telling,Axis: Bold As Love,1967-12-01
Jimi Hendrix,Little Wing,Axis: Bold As Love,1967-12-01
Jimi Hendrix,If 6 Was 9,Axis: Bold As Love,1967-12-01
Jimi Hendrix,You Got Me Floatin',Axis: Bold As Love,1967-12-01
Jimi Hendrix,Castles Made of Sand,Axis: Bold As Love,1967-12-01
Noel Redding,She's So Fine,Axis: Bold As Love,1967-12-01
Jimi Hendrix,One Rainy Wish,Axis: Bold As Love,1967-12-01
Jimi Hendrix,Little Miss Lover,Axis: Bold As Love,1967-12-01
Jimi Hendrix,Bold as Love,Axis: Bold As Love,1967-12-01
Jimi Hendrix,...And the Gods Made Love,Electric Ladyland,1968-10-25
Jimi Hendrix,Have You Ever Been (To Electric Ladyland),Electric Ladyland,1968-10-25
Jimi Hendrix,Crosstown Traffic,Electric Ladyland,1968-10-25
Jimi Hendrix,Voodoo Chile,Electric Ladyland,1968-10-25
Jimi Hendrix,Little Miss Strange,Electric Ladyland,1968-10-25
Jimi Hendrix,Long Hot Summer Night,Electric Ladyland,1968-10-25
Jimi Hendrix,Come On (Let the Good Times Roll),Electric Ladyland,1968-10-25
Jimi Hendrix,Gypsy Eyes,Electric Ladyland,1968-10-25
Jimi Hendrix,Burning of the Midnight Lamp,Electric Ladyland,1968-10-25
Jimi Hendrix,"Rainy Day, Dream Away",Electric Ladyland,1968-10-25
Jimi Hendrix,1983...(A Merman I Should Turn to Be),Electric Ladyland,1968-10-25
Jimi Hendrix,"Moon, Turn the Tides...Gently Gently Away",Electric Ladyland,1968-10-25
Jimi Hendrix,"Still Raining, Still Dreaming",Electric Ladyland,1968-10-25
Jimi Hendrix,House Burning Down,Electric Ladyland,1968-10-25
Jimi Hendrix,All Along the Watchtower,Electric Ladyland,1968-10-25
Jimi Hendrix,Voodoo Child (Slight Return),Electric Ladyland,1968-10-25
Jimi Hendrix,Freedom,The Cry of Love,1971
Jimi Hendrix,Drifting,The Cry of Love,1971
Jimi Hendrix,Ezy Ryder,The Cry of Love,1971
Jimi Hendrix,Night Bird Flying,The Cry of Love,1971
Jimi Hendrix,My Friend,The Cry of Love,1971
Jimi Hendrix,Straight Ahead,The Cry of Love,1971
Jimi Hendrix,Astro Man,The Cry of Love,1971
Jimi Hendrix,Angel,The Cry of Love,1971
Jimi Hendrix,In From the Storm,The Cry of Love,1971
Jimi Hendrix,Belly Button Window,The Cry of Love,1971
Jimi Hendrix,Stone Free,Valleys Of Neptune,2010-03-08
Jimi Hendrix,Valleys of Neptune,Valleys Of Neptune,2010-03-08
Jimi Hendrix,Bleeding Heart,Valleys Of Neptune,2010-03-08
Jimi Hendrix,Hear My Train A Comin',Valleys Of Neptune,2010-03-08
Jimi Hendrix,Mr. Bad Luck,Valleys Of Neptune,2010-03-08
Jimi Hendrix,Sunshine Of Your Love,Valleys Of Neptune,2010-03-08
Jimi Hendrix,Lover Man,Valleys Of Neptune,2010-03-08
Jimi Hendrix,Ships Passing Through The Night,Valleys Of Neptune,2010-03-08
Jimi Hendrix,Fire,Valleys Of Neptune,2010-03-08
Jimi Hendrix,Red House,Valleys Of Neptune,2010-03-08
Jimi Hendrix,Lullaby For The Summer,Valleys Of Neptune,2010-03-08
Jimi Hendrix,Crying Blue Rain,Valleys Of Neptune,2010-03-08
Jimi Hendrix,"Slow Version - Olympic Studios, London, February 14, 1969",Valleys Of Neptune,2010-03-08
Jimi Hendrix,"Trash Man - Olmstead Studios, New York, April 3, 1969",Valleys Of Neptune,2010-03-08
Jimi Hendrix,Earth Blues,"People, Hell & Angels",2013
Jimi Hendrix,Somewhere,"People, Hell & Angels",2013
Jimi Hendrix,Hear My Train a Comin',"People, Hell & Angels",2013
Jimi Hendrix,Bleeding Heart,"People, Hell & Angels",2013
Jimi Hendrix,Let Me Move You,"People, Hell & Angels",2013
Jimi Hendrix,Izabella,"People, Hell & Angels",2013
Jimi Hendrix,Easy Blues,"People, Hell & Angels",2013
Jimi Hendrix,Crash Landing,"People, Hell & Angels",2013
Jimi Hendrix,Inside Out,"People, Hell & Angels",2013
Jimi Hendrix,Hey Gypsy Boy,"People, Hell & Angels",2013
Jimi Hendrix,Mojo Man,"People, Hell & Angels",2013
Jimi Hendrix,Villanova Junction Blues,"People, Hell & Angels",2013
Adele,Rolling in the Deep,21,2011-01-19
Adele,Rumour Has It,21,2011-01-19
Adele,Turning Tables,21,2011-01-19
Adele,Don't You Remember,21,2011-01-19
Adele,Set Fire to the Rain,21,2011-01-19
Adele,He Won't Go,21,2011-01-19
Adele,Take It All,21,2011-01-19
Adele,I'll Be Waiting,21,2011-01-19
Adele,One And Only,21,2011-01-19
Adele,Lovesong,21,2011-01-19
Adele,Someone Like You,21,2011-01-19
Marvin Gaye,Once Upon A Time,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,Deed I Do,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,Until I Met You (Corner Pocket),Together (With Bonus Tracks),1964-04-15
Marvin Gaye,Together,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,(I Love You) For Sentimental Reasons,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,The Late Late Show,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,After The Lights Go Down Low,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,Just Squeeze Me (But Don't Tease Me),Together (With Bonus Tracks),1964-04-15
Marvin Gaye,What's The Matter With You Baby,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,You Came A Long Way From St. Louis,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,Back In My Arms - Bonus Track,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,All I Got - Bonus Track,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,You Can Dance - Bonus Track,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,"I'm Yours, You're Mine - Bonus Track",Together (With Bonus Tracks),1964-04-15
Marvin Gaye,Oh Lover - Bonus Track,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,Let's Talk It Over - Bonus Track,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,In Case You Need Love - Bonus Track,Together (With Bonus Tracks),1964-04-15
Marvin Gaye,You've Changed,When I'm Alone I Cry,1964-01-01
Marvin Gaye,I Was Telling Her About You,When I'm Alone I Cry,1964-01-01
Marvin Gaye,I Wonder,When I'm Alone I Cry,1964-01-01
Marvin Gaye,I'll Be Around,When I'm Alone I Cry,1964-01-01
Marvin Gaye,Because Of You,When I'm Alone I Cry,1964-01-01
Marvin Gaye,I Don't Know Why,When I'm Alone I Cry,1964-01-01
Marvin Gaye,I've Grown Accustomed To Her Face,When I'm Alone I Cry,1964-01-01
Marvin Gaye,When Your Lover Has Gone,When I'm Alone I Cry,1964-01-01
Marvin Gaye,When I'm Alone I Cry,When I'm Alone I Cry,1964-01-01
Marvin Gaye,If My Heart Could Sing,When I'm Alone I Cry,1964-01-01
Marvin Gaye,Hello Broadway,Hello Broadway,1964-11-12
Marvin Gaye,People,Hello Broadway,1964-11-12
Marvin Gaye,The Party's Over,Hello Broadway,1964-11-12
Marvin Gaye,On The Street Where You LIve,Hello Broadway,1964-11-12
Marvin Gaye,What Kind Of Fool Am I,Hello Broadway,1964-11-12
Marvin Gaye,My Kind Of Town,Hello Broadway,1964-11-12
Marvin Gaye,Days Of Wine And Roses,Hello Broadway,1964-11-12
Marvin Gaye,This Is The Life,Hello Broadway,1964-11-12
Marvin Gaye,My Way,Hello Broadway,1964-11-12
Marvin Gaye,Hello Dolly,Hello Broadway,1964-11-12
Marvin Gaye,Walk On The Wild Side,Hello Broadway,1964-11-12
Marvin Gaye,You're A Wonderful One,How Sweet It Is To Be Loved By You,1965
Marvin Gaye,How Sweet It Is (To Be Loved By You),How Sweet It Is To Be Loved By You,1965
Marvin Gaye,Try It Baby,How Sweet It Is To Be Loved By You,1965
Marvin Gaye,Baby Don't You Do It,How Sweet It Is To Be Loved By You,1965
Marvin Gaye,Need Your Lovin' (Want You Back),How Sweet It Is To Be Loved By You,1965
Marvin Gaye,One Of These Days,How Sweet It Is To Be Loved By You,1965
Marvin Gaye,No Good Without You,How Sweet It Is To Be Loved By You,1965
Marvin Gaye,Stepping Closer To Your Heart,How Sweet It Is To Be Loved By You,1965
Marvin Gaye,Need Somebody,How Sweet It Is To Be Loved By You,1965
Marvin Gaye,Me And My Lonely Room,How Sweet It Is To Be Loved By You,1965
Marvin Gaye,Now That You've Won Me,How Sweet It Is To Be Loved By You,1965
Marvin Gaye,Forever,How Sweet It Is To Be Loved By You,1965
Marvin Gaye,I'll Be Doggone,Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,Little Darling (I Need You),Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,Take This Heart Of Mine,Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,Hey Diddle Diddle,Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,One More Heartache,Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,Ain't That Peculiar - Single Version,Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,Night Life,Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,You've Been A Long Time Coming,Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,Your Unchanging Love,Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,You're The One For Me,Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,I Worry 'Bout You,Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,One For My Baby (And One For The Road),Moods Of Marvin Gaye,1966-05-23
Marvin Gaye,It Takes Two,Take Two,1966-08-25
Marvin Gaye,"I Love You, Yes I Do",Take Two,1966-08-25
Marvin Gaye,Baby I Need Your Loving,Take Two,1966-08-25
Marvin Gaye,It's Got To Be A Miracle (This Thing Called Love),Take Two,1966-08-25
Marvin Gaye,Baby Say Yes,Take Two,1966-08-25
Marvin Gaye,What Good Am I Without You,Take Two,1966-08-25
Marvin Gaye,Til There Was You,Take Two,1966-08-25
Marvin Gaye,Love Fell On Me,Take Two,1966-08-25
Marvin Gaye,Secret Love,Take Two,1966-08-25
Marvin Gaye,I Want You 'Round,Take Two,1966-08-25
Marvin Gaye,Heaven Sent You I Know,Take Two,1966-08-25
Marvin Gaye,When We're Together,Take Two,1966-08-25
Marvin Gaye,Ain't No Mountain High Enough,United,1967-08-29
Marvin Gaye,You've Got What It Takes,United,1967-08-29
Marvin Gaye,If I Could Build My Whole World Around You,United,1967-08-29
Marvin Gaye,Somethin’ Stupid,United,1967-08-29
Marvin Gaye,Your Precious Love,United,1967-08-29
Marvin Gaye,Hold Me Oh My Darling,United,1967-08-29
Marvin Gaye,Two Can Have A Party,United,1967-08-29
Marvin Gaye,"Little Ole Boy, Little Ole Girl",United,1967-08-29
Marvin Gaye,If This World Were Mine,United,1967-08-29
Marvin Gaye,Sad Wedding,United,1967-08-29
Marvin Gaye,Give A Little Love,United,1967-08-29
Marvin Gaye,Oh How I'd Miss You,United,1967-08-29
Marvin Gaye,Ain't Nothing Like The Real Thing,You're All I Need,1968-01-01
Marvin Gaye,Keep On Lovin' Me Honey,You're All I Need,1968-01-01
Marvin Gaye,You're All I Need To Get By,You're All I Need,1968-01-01
Marvin Gaye,Baby Don't Cha Worry,You're All I Need,1968-01-01
Marvin Gaye,You Ain't Livin' Till You're Lovin',You're All I Need,1968-01-01
Marvin Gaye,"Give In, You Just Can't Win",You're All I Need,1968-01-01
Marvin Gaye,When Love Comes Knocking At My Heart,You're All I Need,1968-01-01
Marvin Gaye,Come On And See Me,You're All I Need,1968-01-01
Marvin Gaye,I Can't Help But Love You,You're All I Need,1968-01-01
Marvin Gaye,That's How It Is (Since You've Been Gone),You're All I Need,1968-01-01
Marvin Gaye,I'll Never Stop Loving You Baby,You're All I Need,1968-01-01
Marvin Gaye,Memory Chest,You're All I Need,1968-01-01
Marvin Gaye,The Onion Song,Easy,1969-01-08
Marvin Gaye,I Can't Believe You Love Me,Easy,1969-01-08
Marvin Gaye,How You Gonna Keep It (After You Get It),Easy,1969-01-08
Marvin Gaye,"More, More, More",Easy,1969-01-08
Marvin Gaye,Satisfied Feelin',Easy,1969-01-08
Marvin Gaye,Too Busy Thinking About My Baby - Single Version / Mono,M.P.G.,1969-04-30
Marvin Gaye,This Magic Moment - Album Version / Stereo,M.P.G.,1969-04-30
Marvin Gaye,That's The Way Love Is - Album Version / Stereo,M.P.G.,1969-04-30
Marvin Gaye,The End Of Our Road - Album Version / Mono,M.P.G.,1969-04-30
Marvin Gaye,Seek And You Shall Find - Album Version / Stereo,M.P.G.,1969-04-30
Marvin Gaye,Memories - Album Version / Stereo,M.P.G.,1969-04-30
Marvin Gaye,Only A Lonely Man Would Know - Album Version / Stereo,M.P.G.,1969-04-30
Marvin Gaye,It's A Bitter Pill To Swallow - Album Version / Stereo,M.P.G.,1969-04-30
Marvin Gaye,More Than A Heart Can Stand - Album Version / Stereo,M.P.G.,1969-04-30
Marvin Gaye,Try My True Love - Album Version / Stereo,M.P.G.,1969-04-30
Marvin Gaye,I Got To Get To California - Album Version / Stereo,M.P.G.,1969-04-30
Marvin Gaye,It Don't Take Much To Keep Me - Album Version / Stereo,M.P.G.,1969-04-30
Marvin Gaye,Gonna Give Her All The Love I've Got,That's The Way Love Is,1970-01-08
Marvin Gaye,Yesterday,That's The Way Love Is,1970-01-08
Marvin Gaye,Groovin',That's The Way Love Is,1970-01-08
Marvin Gaye,I Wish It Would Rain,That's The Way Love Is,1970-01-08
Marvin Gaye,That's The Way Love Is,That's The Way Love Is,1970-01-08
Marvin Gaye,How Can I Forget,That's The Way Love Is,1970-01-08
Marvin Gaye,"Abraham, Martin & John",That's The Way Love Is,1970-01-08
Marvin Gaye,Gonna Keep On Tryin' Till I Win Your Love,That's The Way Love Is,1970-01-08
Marvin Gaye,No Time For Tears,That's The Way Love Is,1970-01-08
Marvin Gaye,Cloud Nine,That's The Way Love Is,1970-01-08
Marvin Gaye,Don't You Miss Me A Little Bit Baby,That's The Way Love Is,1970-01-08
Marvin Gaye,So Long,That's The Way Love Is,1970-01-08
